390.4609914	376.6693743	328.337248
390.2628375	376.4789286	328.1728819
390.0646836	376.2884828	328.0085158
389.8665298	376.0980371	327.8441496
389.6683759	375.9075914	327.6797835
389.470222	375.7171456	327.5154174
389.2720681	375.5266999	327.3510513
389.0739142	375.3362542	327.1866852
388.8757604	375.1458084	327.0223191
388.6776065	374.9553627	326.8579529
388.4794526	374.764917	326.6935868
388.2812987	374.5744713	326.5292207
388.0831448	374.3840255	326.3648546
387.884991	374.1935798	326.2004885
387.6868371	374.0031341	326.0361223
387.4886832	373.8126883	325.8717562
387.2905293	373.6222426	325.7073901
387.0923754	373.4317969	325.543024
386.8942216	373.2413511	325.3786579
386.6960677	373.0509054	325.2142918
386.4979138	372.8604597	325.0499256
386.2997599	372.6700139	324.8855595
386.1016061	372.4795682	324.7211934
385.9034522	372.2891225	324.5568273
385.7052983	372.0986767	324.3924612
385.5071444	371.908231	324.228095
385.3089905	371.7177853	324.0637289
385.1108367	371.5273395	323.8993628
384.9126828	371.3368938	323.7349967
384.7145289	371.1464481	323.5706306
384.516375	370.9560024	323.4062645
384.3182211	370.7655566	323.2418983
384.1200673	370.5751109	323.0775322
383.9219134	370.3846652	322.9131661
383.7237595	370.1942194	322.7488
383.5256056	370.0037737	322.5844339
383.3274517	369.813328	322.4200677
383.1292979	369.6228822	322.2557016
382.931144	369.4324365	322.0913355
382.7329901	369.2419908	321.9269694
382.5348362	369.051545	321.7626033
382.3366823	368.8610993	321.5982371
382.1385285	368.6706536	321.433871
381.9403746	368.4802078	321.2695049
381.7422207	368.2897621	321.1051388
381.5440668	368.0993164	320.9407727
381.3459129	367.9088707	320.7764066
381.1477591	367.7184249	320.6120404
380.9496052	367.5279792	320.4476743
380.7514513	367.3375335	320.2833082
380.5532974	367.1470877	320.1189421
380.3551435	366.956642	319.954576
380.1569897	366.7661963	319.7902098
379.9588358	366.5757505	319.6258437
379.7606819	366.3853048	319.4614776
379.562528	366.1948591	319.2971115
379.3643741	366.0044133	319.1327454
379.1662203	365.8139676	318.9683793
378.9680664	365.6235219	318.8040131
378.7699125	365.4330761	318.639647
378.5717586	365.2426304	318.4752809
378.3736047	365.0521847	318.3109148
378.1754509	364.8617389	318.1465487
377.977297	364.6712932	317.9821825
377.7791431	364.4808475	317.8178164
377.5809892	364.2904018	317.6534503
377.3828354	364.099956	317.4890842
377.1846815	363.9095103	317.3247181
376.9865276	363.7190646	317.160352
376.7883737	363.5286188	316.9959858
376.5902198	363.3381731	316.8316197
376.392066	363.1477274	316.6672536
376.1939121	362.9572816	316.5028875
375.9957582	362.7668359	316.3385214
375.7976043	362.5763902	316.1741552
375.5994504	362.3859444	316.0097891
375.4012966	362.1954987	315.845423
375.2031427	362.005053	315.6810569
375.0049888	361.8146072	315.5166908
